Country Name,"Adolescent fertility rate (births per 1,000 women ages 15-19)",Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),Battle-related deaths (number of people),CPIA building human resources rating (1=low to 6=high),CPIA business regulatory environment rating (1=low to 6=high),CPIA debt policy rating (1=low to 6=high),CPIA economic management cluster average (1=low to 6=high),CPIA efficiency of revenue mobilization rating (1=low to 6=high),CPIA equity of public resource use rating (1=low to 6=high),CPIA financial sector rating (1=low to 6=high),CPIA fiscal policy rating (1=low to 6=high),CPIA gender equality rating (1=low to 6=high),CPIA macroeconomic management rating (1=low to 6=high),CPIA policies for social inclusion/equity cluster average (1=low to 6=high),CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),CPIA property rights and rule-based governance rating (1=low to 6=high),CPIA public sector management and institutions cluster average (1=low to 6=high),CPIA quality of budgetary and financial management rating (1=low to 6=high),CPIA quality of public administration rating (1=low to 6=high),CPIA social protection rating (1=low to 6=high),CPIA structural policies cluster average (1=low to 6=high),CPIA trade rating (1=low to 6=high),"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)","Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Completeness of infant death reporting (% of reported infant deaths to estimated infant deaths),Completeness of total death reporting (% of reported total deaths to estimated total deaths),"Contraceptive prevalence, any methods (% of women ages 15-49)","Contraceptive prevalence, modern methods (% of women ages 15-49)",Demand for family planning satisfied by modern methods (% of married women with demand for family planning),"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",GDP per capita (constant 2010 US$),GDP per capita (constant LCU),GDP per capita (current LCU),GDP per capita (current US$),GDP per capita growth (annual %),"GDP per capita, PPP (constant 2011 international $)","GDP per capita, PPP (current international $)","Government expenditure per student, primary (% of GDP per capita)","Government expenditure per student, secondary (% of GDP per capita)","Government expenditure per student, tertiary (% of GDP per capita)",Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line),Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),Increase in poverty gap at $3.10 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line),Increase in poverty gap at $3.10 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),Lifetime risk of maternal death (%),Lifetime risk of maternal death (1 in: rate varies by country),"Literacy rate, adult female (% of females ages 15 and above)","Literacy rate, adult male (% of males ages 15 and above)","Literacy rate, adult total (% of people ages 15 and above)","Literacy rate, youth (ages 15-24), gender parity index (GPI)","Literacy rate, youth female (% of females ages 15-24)","Literacy rate, youth male (% of males ages 15-24)","Literacy rate, youth total (% of people ages 15-24)","Maternal mortality ratio (modeled estimate, per 100,000 live births)","Maternal mortality ratio (national estimate, per 100,000 live births)",Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),Merchandise exports to low- and middle-income economies within region (% of total merchandise exports),Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),Merchandise imports from low- and middle-income economies within region (% of total merchandise imports),"Mortality caused by road traffic injury (per 100,000 people)","Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)","Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)","Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Mortality rate attributed to household and ambient air pollution, age-standardized, female (per 100,000 female population)","Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)","Mortality rate attributed to unintentional poisoning (per 100,000 population)","Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)","Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)","Mortality rate, adult, female (per 1,000 female adults)","Mortality rate, adult, male (per 1,000 male adults)","Mortality rate, infant (per 1,000 live births)","Mortality rate, infant, female (per 1,000 live births)","Mortality rate, infant, male (per 1,000 live births)","Mortality rate, neonatal (per 1,000 live births)","Mortality rate, under-5 (per 1,000 live births)","Mortality rate, under-5, female (per 1,000 live births)","Mortality rate, under-5, male (per 1,000 live births)",Nonpregnant and nonnursing women can do the same jobs as men (1=yes; 0=no),Number of deaths ages 5-14 years,Number of infant deaths,Number of maternal deaths,Number of neonatal deaths,Number of people pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure,Number of people pushed below the $3.10 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure,Number of under-five deaths,"Population, female","Population, female (% of total population)","Population, male","Population, male (% of total population)","Population, total",Poverty gap at $1.90 a day (2011 PPP) (%),Poverty gap at $3.20 a day (2011 PPP) (%),Poverty gap at $5.50 a day (2011 PPP) (%),Poverty gap at national poverty lines (%),Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),Poverty headcount ratio at national poverty lines (% of population),Pregnant women receiving prenatal care (%),Prevalence of anemia among non-pregnant women (% of women ages 15-49),Prevalence of anemia among pregnant women (%),Prevalence of anemia among women of reproductive age (% of women ages 15-49),Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%),Proportion of population pushed below the $3.10 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%),Proportion of seats held by women in national parliaments (%),Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of women age 15-49),Rural poverty gap at national poverty lines (%),Rural poverty headcount ratio at national poverty lines (% of rural population),"Suicide mortality rate (per 100,000 population)","Suicide mortality rate, female (per 100,000 female population)","Suicide mortality rate, male (per 100,000 male population)",Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),Unmet need for contraception (% of married women ages 15-49),Urban poverty gap at national poverty lines (%),Urban poverty headcount ratio at national poverty lines (% of urban population),"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",Women who believe a husband is justified in beating his wife (any of five reasons) (%),Women who believe a husband is justified in beating his wife when she argues with him (%),Women who believe a husband is justified in beating his wife when she burns the food (%),Women who believe a husband is justified in beating his wife when she goes out without telling him (%),Women who believe a husband is justified in beating his wife when she neglects the children (%),Women who believe a husband is justified in beating his wife when she refuses sex with him (%),Women who were first married by age 15 (% of women ages 20-24),Women who were first married by age 18 (% of women ages 20-24),Women's share of population ages 15+ living with HIV (%)
Afghanistan,73.1264,,17273.0,3.5,2.5,3.0,3.0,3.0,3.0,2.0,2.5,1.5,3.5,2.6,2.5,1.5,2.5,3.5,2.5,2.5,2.66667,3.5,2.0,40.6,,,22.5,19.8,42.1,,574.1841142712581,14011.1633879196,35531.1966433738,578.466352941708,-1.6228866716696,1766.5930768642602,1886.6929769036105,8.29423046112061,8.36225032806396,,,,,,1.92613064033961,52.0,,,,,,,,396.0,1291.0,20.8607464619343,71.5486015263478,66.9600310249913,19.1165260251329,,29.8,27.8,31.9,,,,1.2,1.9,0.6,,206.746,248.724,54.9,50.7,58.9,41.5,73.1,68.8,77.2,0.0,10314.0,62032.0,4300.0,47429.0,,,82685.0,16674959.0,48.4545578446889,17738644.0,51.5454421553111,34413603.0,,,,,,,,,58.6,41.0,37.8,40.7,,,27.7,46.1,,,4.8,1.5,7.8,12.1,24.5,,,,32.6,80.2,59.2,18.2,66.9,48.4,33.4,8.8,34.8,
Albania,20.6922,,,,,,,,,,,,,,,,,,,,,,,2.9,,,,,,,4524.68456526035,470279.424848726,497901.72746027604,3952.83078116586,2.52813373603126,10971.046329379,11662.044932818799,29.845680236816396,6.7836799621582005,13.052249908447301,,,,,0.0533605376602974,1900.0,,,,,,,,29.0,,3.85555777304479,22.506751974273,13.4776702892413,21.384812322027198,,17.4,13.7,20.9,,,,0.4,0.4,0.5,,51.035,79.984,8.3,7.7,8.9,5.9,9.4,8.6,10.1,0.0,83.0,289.0,11.0,205.0,,,325.0,1426369.0,49.514598642518216,1454334.0,50.485401357481784,2880703.0,,,,,,,,,,24.5,22.7,24.5,,,20.7,,,,6.0,4.4,7.6,,,,,,,,,,,,,,,30.3
Algeria,10.7052,28.0,110.0,,,,,,,,,,,,,,,,,,,,,15.3,,,,,,,4776.78754332509,145431.038358942,420677.489001782,4177.8889657089,1.6626602984031,13774.299411888,14710.730106735,,,,,,,,0.419341330359853,240.0,,,,,,,,140.0,,14.7762613002195,5.98129410702157,31.727216658207997,2.66902461832486,,14.4,13.3,15.4,,,,0.8,0.6,1.0,,84.44,107.191,21.4,20.0,22.8,15.5,24.9,23.5,26.4,0.0,2689.0,20332.0,1300.0,14673.0,,,23649.0,19667018.0,49.5041411878566,20061007.0,50.4958588121434,39728025.0,,,,,,,,,,34.7,38.4,34.9,,,31.6,,,,3.2,1.7,4.8,,,,,,,,,,,,,,,44.8
American Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9835.41031865631,11628.323657994699,11843.3311832581,11843.3311832581,1.20995400985682,,,,,,,,,,,,,,,,,,,,,38.5441787576865,15.294364482360802,13.2284891675743,21.4493737368018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55812.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41767.5265081665,24373.613977516,32496.955557549598,36039.6534962289,2.39598860802923,,,13.457090377807601,14.3887195587158,27.7382106781006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,3.1,3.7,1.5,3.5,3.2,3.9,,1.0,2.0,,1.0,,,2.0,,,,,78011.0,,,,,,,,,,12.8,21.2,13.1,,,39.3,,,,,,,,,,,,,,,,,,,,,
Angola,157.3554,42.0,,,,,,,,,,,,,,,,,,,,,,63.4,,,,,,,3748.3206230175897,58493.0691450529,500290.497730611,4166.97968386501,-2.46871516936926,6644.85725505813,7096.600614952209,,,,,,,,3.08488586514674,32.0,,,,,,,,477.0,,54.132180643134,4.296329967483589,32.8915384424302,6.9493070907432815,,16.9,16.3,17.6,,,,2.9,2.2,3.7,,206.219,279.712,58.2,52.1,63.9,30.6,88.9,82.4,95.1,0.0,14382.0,67337.0,5400.0,36147.0,,,100992.0,14218528.0,50.9910100765981,13665853.0,49.0089899234019,27884381.0,,,,,,,,,,46.9,50.7,47.4,,,36.8,,,,5.0,2.6,7.5,,,,,,,,,,,,,,,67.3
Antigua and Barbuda,45.813,,,,,,,,,,,,,,,,,,,,,,,12.6,,,,,,,13577.4128026007,32787.9614389842,39221.7878289122,14526.5880847823,2.9094997154827795,21426.324931214098,22882.9702199058,,,,,,,,,,99.4199981689453,98.4000015258789,98.9499969482422,,,,,,,12.385274962018098,,18.2651079071673,,,22.6,19.7,25.5,,,,0.4,0.4,0.3,,106.995,153.01,5.9,5.3,6.4,4.2,8.0,7.2,8.7,1.0,3.0,10.0,,7.0,,,13.0,48677.0,52.02449812861521,44889.0,47.97550187138479,93566.0,,,,,,,,,,21.6,24.7,21.7,,,11.1,,,,0.8,1.5,0.0,,,,,,,,,,,,,,,
Argentina,63.2644,90.0,,,,,,,,,,,,,,,,,,,,,,15.5,,,,,,,10568.1578087083,16727.4347429468,138053.315160733,13789.060424772,1.62966427946265,19243.5794686236,20551.8331920467,15.707770347595199,23.0128192901611,17.361469268798803,,,,,0.126378673709558,790.0,99.20877075195308,99.1482467651367,99.17996215820308,1.00161004066467,99.6435012817383,99.4833984375,99.55970001220699,52.0,,61.03684732219421,,57.2014668693295,,,16.1,12.4,20.2,,,,0.7,0.5,0.8,,74.547,152.35399999999996,10.2,9.2,11.1,6.7,11.4,10.3,12.5,0.0,1515.0,7662.0,390.0,5042.0,,,8597.0,22026599.0,51.067922337041594,21105367.0,48.932077662958406,43131966.0,,,,,,,,,,17.2,28.0,17.6,,,,,,,8.8,3.4,14.5,,,,,,,,,,,,,,,32.0
Armenia,24.785,,9.0,,,,,,,,,,,,,,,,,,,,,3.1,,,,,,,3923.7165022155,1610643.90359703,1723993.10489333,3607.29669672271,2.73612872403588,8171.832353729449,8727.38544723722,10.961669921875,,9.81015014648438,,,,,0.0426649319269288,2300.0,,,,,,,,25.0,,27.979303343075294,33.576375066259196,23.670641074176803,41.8063714867477,,23.0,15.7,31.6,,,,0.7,0.4,1.0,,75.161,175.81400000000005,12.5,11.1,13.8,7.4,14.0,12.4,15.5,1.0,77.0,506.0,10.0,296.0,,,569.0,1550753.0,53.0071598636249,1374800.0,46.9928401363751,2925553.0,0.4,3.0,14.8,,1.9,13.5,48.3,29.8,,27.8,34.4,28.0,,,10.7,,,,7.0,3.0,11.5,,,,,,,,,,,,,,,30.9
Aruba,24.261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24452.606574011006,31761.2443814033,46175.5206486424,25796.380250638198,-0.9915477790404168,35814.2614376623,38249.054868576,,,143.451110839844,,,,,,,,,,,,,,,,46.5728774979136,,12.7493895230532,,,,,,,,,,,,,71.506,115.343,,,,,,,,,,,,,,,,54743.0,52.465521041988104,49598.0,47.534478958011896,104341.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
