x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11
65.81554009,95.58837406,55.3846,97.1795,32.33111023,61.41110125,53.36656687,90.20803001,50.48150817,93.22270137,38.33775718,92.47271905,58.21360826,91.88189151,57.61323355,83.9051708,51.14791671,90.86741233,55.99303015,79.2772637,51.20389114,83.33977661,47.69520089,95.24118693
65.67226516,91.93340181,51.5385,96.0256,53.42146288,26.18688039,52.80197936,90.08806451,50.28240567,97.60998357,35.75187079,94.11676803,58.19605369,92.21498865,51.27439182,82.81798294,50.51712581,89.10239459,50.03225379,79.0130712,58.9744699,85.49981761,44.60997591,93.07583503
39.00271645,92.26183816,46.1538,94.4872,63.92020226,30.83219392,47.05412988,90.45893603,50.18670334,99.69468014,32.76721796,88.51829458,58.71823072,90.31053209,50.75389841,76.75412895,50.2074802,85.4600474,51.28845866,82.43593984,51.87207267,85.82973763,43.85638148,94.08587177
37.7953028,93.53245536,42.8205,91.4103,70.28950572,82.53364859,42.44843378,89.50770012,50.32691086,90.02205349,33.72960678,88.62226579,57.27837287,89.90760672,37.02118401,81.95447,50.06948192,83.05766953,51.17053689,79.16529411,48.17993079,85.04511674,41.5789294,90.30356654
35.51390059,89.59919011,40.7692,88.3333,34.11883024,45.73455132,42.70403632,90.44262886,50.45620733,89.98741013,37.23824933,83.72492841,58.08202049,92.00814501,42.88175509,80.18477005,50.56284634,82.93782178,44.37791453,78.164628,41.6832004,84.0179406,49.17741856,96.61053245
39.21945291,83.54348184,38.7179,84.8718,67.6707164,37.11094797,32.37893863,90.14414263,30.46484693,82.08923208,36.02719822,82.04078065,57.48944777,88.08528556,37.15571048,84.95411141,50.2885278,82.97525357,45.01027007,77.88086312,37.8904155,82.567493,42.65225098,90.56063973
31.58820139,77.02805242,35.641,79.8718,53.25912941,97.4757711,32.53070274,70.15739651,30.50159647,82.30712635,39.23928078,79.26372384,28.08874132,63.51079443,38.73185813,83.78935643,25.58347508,82.91489113,48.55981672,78.7883706,39.54897369,80.81260177,30.12333182,81.14429533
32.65777825,80.1138613,33.0769,77.5641,63.51498087,25.10007858,33.36526443,70.45933544,30.48956923,77.72988014,39.78452494,82.2605659,28.08546821,63.59019695,31.00052541,82.5794806,25.48358339,82.92908498,42.14226829,76.88063455,39.64957388,82.66453387,31.91551999,79.79041349
31.64159927,77.61083319,28.9744,74.4872,67.98053881,80.95716522,32.65609918,70.0510705,30.45024833,79.8348944,35.16602939,84.15649198,28.08727305,63.12328281,25.98549962,74.34938755,25.4435257,82.8742005,41.02697157,76.40958846,34.75059705,80.01109099,27.88771936,75.44557599
30.98714261,63.94402803,26.1538,71.4103,67.3724659,29.7204002,22.95509327,70.42689515,30.5183948,68.25258294,40.62211592,78.54210421,27.57802522,62.82103866,23.71456629,75.09804908,25.56511342,82.92409777,34.57530901,72.72484118,27.56083529,72.84782559,27.54823445,75.16475905
27.43963221,65.74446296,23.0769,66.4103,15.56074952,80.06564029,27.14984363,70.21080584,30.51166121,66.09371818,39.18190709,79.8190372,27.77991911,63.51814752,23.07731951,71.72053967,25.92884427,82.82118411,31.16860072,69.24542132,24.63553998,71.61071483,20.20977816,67.5166421
30.57836994,65.52194547,22.3077,61.7949,71.79076769,71.06546666,26.16690928,70.50031512,30.49807771,62.38498503,42.43088899,75.13363464,28.58899981,63.02408057,24.93913687,72.58028581,27.55147826,51.48738653,32.64425407,70.73255503,20.95946481,66.04149838,24.44345283,54.47365512
28.80940164,59.62100447,22.3077,57.1795,70.24254644,24.10959755,26.33145708,50.49455653,30.62022775,60.86008215,43.08125586,75.34670164,28.7391415,62.72086389,17.89349871,71.10968734,27.53046637,51.41484656,26.66664565,62.98097121,20.68914905,62.72130521,24.63083013,53.3957389
27.93951858,50.98506213,23.3333,52.9487,64.93743554,81.55420499,22.00370914,50.49944012,30.49218542,55.87891689,44.36071943,70.47420705,27.02460324,62.90185886,23.67308186,64.87083914,27.09557036,52.07679944,26.45926233,62.63467337,19.28820474,62.06305936,21.0379689,49.82929965
33.84994979,46.28447445,25.8974,51.0256,62.21352455,21.475839,23.28474798,50.47435283,30.47463433,52.32215964,44.32477884,71.0459044,28.8013367,63.38904039,23.74907191,63.5571719,27.43924961,51.71207905,25.53800765,60.63023611,20.02450057,61.34262387,27.10624293,54.71955315
32.62846305,54.06372049,29.4872,51.0256,67.26940048,18.70896837,27.63403839,50.50366686,30.50099808,48.06969968,47.5521602,66.46040372,27.18646384,63.55872965,32.21517863,65.60095802,27.87826426,50.70890793,26.32071119,62.39628112,35.469523,43.11588495,28.08961766,60.51221255
32.43865009,49.90301949,32.8205,51.0256,40.57019704,79.37296348,32.037108,50.50006612,30.49442136,45.77347553,48.66492462,64.96100494,29.2851466,63.38360583,29.43684125,67.55452811,27.33886892,51.65304675,26.16338746,62.0268149,36.89432765,47.70655597,31.13573492,61.43191271
35.83829208,53.35148834,35.3846,51.4103,74.74118133,21.1016372,29.33651065,50.46189397,30.49954455,49.38209975,46.28063196,68.02842315,39.4029453,51.1508572,40.0500952,71.88903357,27.67840297,51.18198917,25.21379046,60.2733986,39.05554978,55.54697371,37.70083752,68.41840528
37.14204292,49.74198795,40.2564,51.4103,71.76831892,20.01106184,40.81695313,50.4877602,50.14439298,47.01428364,50.56324448,62.62382797,28.81132844,61.35785406,37.57479502,69.98874444,52.63565768,51.41855226,26.85952956,63.14183467,46.95708015,65.24040739,43.3926884,43.59759407
34.64454677,54.44410778,44.1026,52.9487,76.16691981,75.9361704,42.73907512,50.48315599,49.91289859,55.58783891,52.63096423,59.96393579,34.30395791,56.54212591,49.31046863,67.16876032,52.02521411,52.12301105,31.76066917,69.79765539,37.31045274,45.2587509,51.26239748,49.66650513
35.6754047,49.62564335,46.6667,54.1026,65.62365744,15.58280335,51.86789377,50.49327326,50.33742749,57.95531428,54.63620644,57.49384244,29.60276098,60.15734672,47.34801855,72.59161154,52.88116479,50.62155476,39.79329057,75.80796422,40.009672,60.98658251,43.28671292,43.05686032
64.99458547,49.46217283,50,55.2564,50.85063364,13.98760163,43.37100189,50.50083732,50.4189792,60.52491173,51.34602714,61.60055304,49.11615686,63.66000062,50.15741443,71.16172582,52.95260731,50.07473901,45.61743919,78.11997023,48.01438668,65.71281959,55.90591623,54.25267253
66.12914983,61.64371789,53.0769,55.641,33.02407002,24.46783039,53.0427983,50.48750387,50.20525897,57.92421717,57.13485535,53.8779658,39.61754583,62.92518796,58.21000827,68.04453807,52.52055249,51.5024421,53.77146068,79.30293164,53.70377593,66.38948204,50.19895895,52.22502959
65.79065188,55.94537372,56.6667,56.0256,39.70632617,84.2752871,56.6189103,50.50337402,50.43531516,56.43932247,54.17124157,58.0598079,43.23308466,63.16521872,56.60890766,70.40894609,52.34282206,51.86195209,56.45143367,79.24710702,63.06749989,64.03500046,55.76158737,54.03051724
67.50178061,60.85022747,59.2308,57.9487,45.59648495,9.763348849,70.56828982,50.49623612,69.5057889,59.28492483,50.94238231,62.09739394,64.89278794,65.81417676,52.83382053,72.55188627,51.92759021,52.25779061,66.0937202,77.01781826,62.04803251,63.84586325,58.32313965,60.03105916
67.62951422,61.42910607,61.2821,62.1795,42.96804691,17.9454584,67.87088729,70.06802613,69.53407098,64.89297733,66.51292446,59.07128185,62.49014932,74.58428961,61.81858546,76.11282402,52.71377449,51.19794432,56.92583942,79.20631862,59.83996671,64.47676444,70.17145753,70.28222124
63.91006406,62.97233493,61.5385,66.4103,52.49440678,16.0511142,58.82154659,70.45578175,69.51010693,61.32962443,64.3979095,56.1748754,68.98808443,63.23214731,61.72763341,77.06923841,50.44380279,82.94182882,58.98825385,78.91725896,55.16094182,65.23730817,60.60027647,59.75330888
66.54935797,67.72558866,61.7949,69.1026,46.08227578,23.11045782,60.18692784,70.48355125,69.52632289,56.99527913,68.68659329,62.23734399,62.10561863,75.99087076,62.19225208,76.15681921,50.21669503,83.75234297,57.90226605,79.08086782,61.27978658,65.7664025,63.76027502,61.18564117
64.05154171,48.82009398,57.4359,55.2564,74.24770821,20.31418781,59.43551748,50.42063261,49.94723996,48.22957673,65.02779371,57.09625735,32.46184674,62.88190292,58.11876586,73.11896147,52.18418011,51.97525067,64.81286696,77.48693892,60.83491753,64.60376971,54.38949526,53.81190123
68.19328958,46.54354081,54.8718,49.8718,64.56826419,83.6396339,49.58584348,50.43498138,50.06310413,58.08503756,53.30450317,40.88384455,41.32720065,49.07025127,58.27041238,35.59689504,52.79209735,51.07339565,60.34979352,78.72944587,61.52059065,64.79185504,55.24129699,52.59357463
65.2783892,44.82035293,52.5641,46.0256,74.02169391,76.12827451,41.77974178,50.47064228,50.48990237,39.20541197,52.94517809,40.38462569,44.00714993,46.44967378,59.76653031,32.6212516,52.58971986,51.3380902,48.89055576,16.80654352,36.91654386,41.09524744,49.07012675,48.89694468
34.99766139,28.63299394,48.2051,38.3333,62.39118056,5.623070761,46.12768634,30.44941078,49.68886384,42.01851441,45.2257382,30.55522592,44.07406069,34.55320389,52.53553472,27.17412294,52.02884867,52.1768375,47.54950635,17.07140452,38.50219967,41.56715562,46.01811902,46.25772337
33.92376617,53.55868852,49.4872,42.1795,74.18903668,68.13358322,38.03378377,50.49089952,50.33348111,43.58867148,50.84330462,37.7446281,44.00131524,33.90420735,50.89252158,29.14528394,52.72924658,51.20176505,30.88943083,26.32903723,48.66437073,30.68066685,44.75958744,41.97460661
66.00445437,52.68466915,51.0256,44.1026,28.23678194,56.13959645,44.54684128,50.41591338,50.44675142,57.23058894,49.65929394,36.27344274,45.00630045,38.29901955,49.96755118,28.46020333,52.88431329,50.44143545,28.97283572,29.05046892,50.2852524,30.33792211,51.60062413,50.03246689
37.02325625,32.11848168,45.3846,36.4103,75.77193879,69.82923003,46.2381176,30.49561294,50.4209092,43.3479569,47.14278893,32.02506417,44.44384061,36.0190833,51.34788323,27.36426023,52.50930089,51.41620515,35.16136075,22.78684965,42.27633267,34.52763612,36.46588202,35.52418761
34.69827009,36.47535413,42.8205,32.5641,75.85522947,62.51704429,49.73974533,30.47272489,50.37405205,32.91824062,41.27005653,21.72181715,42.1787134,26.49211948,37.55511629,24.53766384,50.86268433,17.14563109,45.87036917,17.48939337,54.03177562,29.67234831,33.39479873,35.01680131
34.86344417,30.93927452,38.7179,31.4103,65.97085702,72.744856,39.11025189,30.47869518,30.47682991,39.42460559,47.13012716,31.30990292,44.04456562,35.66223828,39.19959418,23.68049566,50.89149225,17.14132373,32.83142061,24.79753815,37.32935526,39.60204231,37.58007157,38.8315722
31.09006508,32.38375472,35.1282,30.2564,21.77804048,6.616625307,39.14283779,30.79285594,30.50347435,38.34855614,40.91597158,23.54159239,41.64045402,27.09309542,36.3827222,25.23800523,25.8551276,17.08190869,39.48557479,20.03305005,41.38952255,37.29605623,36.61972206,36.81141411
34.92130615,35.41843805,32.5641,32.1795,67.75979625,72.42120153,34.62547027,30.49974103,30.50483493,28.77148799,38.66016397,21.68954964,41.93833001,24.99152298,41.10069438,26.55261322,26.02564455,16.92501353,33.44618293,24.19064341,40.07466666,34.6236852,36.16346644,33.8193142
30.34336118,32.52456317,30,36.7949,78.61719534,52.57525731,34.75420747,30.495865,30.46221846,32.75047203,42.61255083,24.19505377,44.05392751,33.55639249,28.21781182,28.28029248,27.89317272,50.66196341,21.86358128,46.05259335,35.34968062,47.14107313,33.16775703,31.24774117
35.48332887,44.49163493,33.5897,41.4103,68.50770819,15.45691897,36.75370024,50.5293043,30.49130262,43.56137408,41.2090395,24.12870919,39.20671933,51.5337157,33.79707204,28.69975074,27.63996794,51.39909748,25.16587084,35.76661395,34.76370042,47.62479992,42.64498293,40.15432164
33.23491043,38.50248372,36.6667,45.641,74.88502116,25.41660632,37.01935129,50.4926667,30.44965384,44.995123,50.64922115,37.48379074,28.70444923,61.7775254,43.91938731,27.79784459,27.8926589,50.79528152,22.95947898,51.28770679,37.02662945,44.46229305,47.22502527,44.57564662
35.43994362,47.79751769,38.2051,49.1026,66.45490366,19.83662865,41.41711528,50.46977342,30.48599422,47.34794647,52.13190194,39.36460208,31.7086629,58.83775437,44.41640111,28.94769233,52.79773294,50.68603709,25.58605524,60.84658336,36.45556953,40.79184303,48.392363,50.33152856
33.87350952,37.05602845,29.7436,36.0256,77.3178021,48.39834644,22.81710748,30.43604034,30.50207679,36.44121292,39.79727127,16.08354965,42.81171147,30.02044842,28.03760277,26.80382436,27.58063881,51.52476126,26.31431007,33.2971681,35.53766421,48.72938687,27.2451932,29.81950745
28.5641378,34.62639972,29.7436,32.1795,58.91246032,75.66775622,34.80070146,30.49793139,30.47805889,28.02058049,43.54988148,24.30721094,43.30061489,31.5264262,31.68957613,26.66640021,26.49139853,17.40539097,33.03730125,24.56446249,20.40894789,32.20303042,30.40431434,29.07953992
31.31954867,31.66399053,30,29.1026,57.61744782,8.194800603,27.8918898,30.48497026,30.50116088,38.31413856,36.71466334,17.38180986,40.39863291,16.34700838,27.27961285,19.25728097,25.98531782,17.20372213,36.46888948,21.87611447,23.49571047,25.32246815,30.08079929,27.58802552
30.79617438,23.51903436,32.0513,26.7949,76.0882258,59.67993002,32.87063916,30.50234175,30.50477302,26.41662567,37.22461013,17.98006448,40.43569158,20.23267068,31.22187836,26.44085578,26.20141928,17.09382391,26.5135531,32.91874982,29.55754336,21.36477746,33.98063397,35.03305815
34.23335543,22.4959116,35.8974,25.2564,57.46605055,1.504418175,37.79404941,30.49263834,30.50911533,22.82554712,40.51244785,22.96221457,40.93654667,16.91300484,33.5458051,20.0807081,25.85756947,17.11384266,36.02709121,22.19543854,33.00823391,15.98507146,34.25061176,34.44158657
36.63078771,31.47683126,41.0256,25.2564,79.42838349,45.21079429,35.6673163,30.52203505,50.11563217,16.69400655,40.22206279,20.6146217,39.66157367,15.60935558,39.73633061,23.49480698,50.70468436,17.02374454,42.68104041,18.5425362,53.98039918,29.35098671,51.14118357,20.61832378
34.5486191,26.11108787,44.1026,25.641,76.35652215,10.41824113,48.4422995,30.50172278,50.44830134,21.64025646,44.12496121,23.36624529,40.89925918,20.79852895,42.84184265,20.33390044,50.81197535,17.11492526,45.04107713,17.73451773,52.2343086,29.71167299,49.89959207,19.56408354
37.5196356,29.26760589,47.1795,28.718,64.40507526,78.58417608,58.66937326,30.50683789,50.17317743,29.17786439,42.3462616,24.55832694,41.96861683,26.4970726,47.09372989,26.99347063,50.56484556,17.07777732,47.35241646,17.13474543,59.50307661,30.66967394,55.58987734,26.29924511
62.42569733,34.04420627,49.4872,31.4103,40.63504181,73.39475037,47.91695544,30.48672575,49.92274192,38.44047291,44.18908437,28.77262547,40.38340582,21.39122552,51.45365835,26.02294175,50.93930391,16.98102188,53.84619403,16.3873181,41.16378107,34.31575825,55.48205636,22.82746624
64.32038379,31.78562948,51.5385,34.8718,43.94986459,75.95871567,51.89416639,30.49475568,50.31129937,26.86048827,45.81424531,31.05697967,56.53812645,32.44424547,49.36770682,22.0055807,50.45885484,17.03857897,55.12963938,16.35324687,48.99304012,32.03035884,63.57293938,32.93861761
65.44553251,43.27349919,53.5897,37.5641,30.99622058,71.69440494,51.74908916,30.47299334,50.39940961,38.96383892,46.64311927,31.40721906,52.97069128,29.04019669,48.25348097,29.27085553,52.90136407,50.69056272,52.18811996,16.41821747,59.26928032,29.64070177,59.02507708,28.32208588
64.32563159,41.61597638,55.1282,40.641,68.23076899,80.87250166,58.246553,50.44287449,50.33736264,40.91338614,52.1898883,39.36779649,54.62095259,30.34452445,61.00295976,30.01531443,52.68495344,51.29446922,58.67266308,16.66337243,45.469177,33.83119273,62.42377859,33.48659529
