	x_var	y_var
0	51.14791671	90.86741233
1	50.51712581	89.10239459
2	50.2074802	85.4600474
3	50.06948192	83.05766953
4	50.56284634	82.93782178
5	50.2885278	82.97525357
6	25.58347508	82.91489113
7	25.48358339	82.92908498
8	25.4435257	82.8742005
9	25.56511342	82.92409777
10	25.92884427	82.82118411
11	27.55147826	51.48738653
12	27.53046637	51.41484656
13	27.09557036	52.07679944
14	27.43924961	51.71207905
15	27.87826426	50.70890793
16	27.33886892	51.65304675
17	27.67840297	51.18198917
18	52.63565768	51.41855226
19	52.02521411	52.12301105
20	52.88116479	50.62155476
21	52.95260731	50.07473901
22	52.52055249	51.5024421
23	52.34282206	51.86195209
24	51.92759021	52.25779061
25	52.71377449	51.19794432
26	50.44380279	82.94182882
27	50.21669503	83.75234297
28	52.18418011	51.97525067
29	52.79209735	51.07339565
30	52.58971986	51.3380902
31	52.02884867	52.1768375
32	52.72924658	51.20176505
33	52.88431329	50.44143545
34	52.50930089	51.41620515
35	50.86268433	17.14563109
36	50.89149225	17.14132373
37	25.8551276	17.08190869
38	26.02564455	16.92501353
39	27.89317272	50.66196341
40	27.63996794	51.39909748
41	27.8926589	50.79528152
42	52.79773294	50.68603709
43	27.58063881	51.52476126
44	26.49139853	17.40539097
45	25.98531782	17.20372213
46	26.20141928	17.09382391
47	25.85756947	17.11384266
48	50.70468436	17.02374454
49	50.81197535	17.11492526
50	50.56484556	17.07777732
51	50.93930391	16.98102188
52	50.45885484	17.03857897
53	52.90136407	50.69056272
54	52.68495344	51.29446922
55	52.50008894	51.59435617
56	51.83563726	52.33576553
57	76.9954121	52.04552865
58	77.31060048	51.74673004
59	77.92604434	50.31866042
60	77.25438834	51.46182482
61	76.2431578	52.12368985
62	77.08448437	51.9671367
63	75.2280532	82.98566202
64	50.65835477	83.11447934
65	50.20336581	82.98265686
66	50.9295477	82.84604113
67	50.17867185	83.18462233
68	50.42269806	82.90990147
69	50.46422483	82.93532841
70	50.44927033	83.96992038
71	49.92838028	82.99366549
72	50.48801364	83.09951912
73	49.96490538	83.7083177
74	50.75210826	82.9019501
75	27.42242921	51.43887623
76	27.6740834	51.30411215
77	27.53739532	51.59365408
78	52.26334738	94.24932783
79	51.73728166	92.97911753
80	75.87096369	88.38644174
81	75.24432621	83.90349738
82	75.19829529	83.46230334
83	75.70104153	82.91945886
84	75.47933966	82.88405139
85	75.19456687	82.93211578
86	74.82025396	82.96238879
87	75.16434049	83.03499717
88	75.26335555	82.9452793
89	77.75641893	51.15177033
90	77.95443505	50.47557897
91	77.08333777	52.15779927
92	76.06355025	52.10465206
93	77.68201632	51.16563781
94	76.87808198	51.8675623
95	76.94850272	51.90751654
96	77.86405471	49.66254553
97	75.77145009	17.11125121
98	52.33156913	51.87886035
99	52.59281837	51.39159152
100	50.47704772	17.04828941
101	75.29647509	17.01565319
102	75.57395413	17.06219214
103	75.40052716	17.04110689
104	75.87099084	17.13489391
105	75.60588476	17.06772306
106	75.89557705	17.16994971
107	75.7465632	17.10571651
108	75.14234148	16.75492389
109	50.66177956	17.07814052
110	50.69985064	17.08518438
111	50.91894087	17.14760476
112	50.72525854	16.90746981
113	51.26387123	17.16234971
114	51.25091965	17.24045586
115	50.78515721	17.18019648
116	50.50139658	17.10577072
117	50.73367454	16.99296341
118	50.71137854	17.08831585
119	50.8127449	16.57271805
120	51.01423296	17.22109553
121	50.35352141	17.06474308
122	50.43552957	17.0651685
123	50.63098196	17.07652235
124	51.0668072	17.20885971
125	50.79235473	17.20421434
126	50.55127806	17.08465518
127	50.55975806	17.09388377
128	75.32597855	15.77189199
129	75.04472578	17.00426226
130	75.28708772	16.17493491
131	75.23996998	17.03184749
132	75.1524592	17.0049424
133	75.96184009	16.69484223
134	75.44806251	17.04514941
135	75.75938382	16.94292965
136	50.3782623	16.94627981
137	50.53363501	17.01958137
138	77.50090732	50.16698595
139	50.69112419	87.51396042
140	49.99039495	83.99735692
141	50.12718203	82.99075
