	x_var	y_var
0	55.3846	97.1795
1	51.5385	96.0256
2	46.1538	94.4872
3	42.8205	91.4103
4	40.7692	88.3333
5	38.7179	84.8718
6	35.641	79.8718
7	33.0769	77.5641
8	28.9744	74.4872
9	26.1538	71.4103
10	23.0769	66.4103
11	22.3077	61.7949
12	22.3077	57.1795
13	23.3333	52.9487
14	25.8974	51.0256
15	29.4872	51.0256
16	32.8205	51.0256
17	35.3846	51.4103
18	40.2564	51.4103
19	44.1026	52.9487
20	46.6667	54.1026
21	50.0	55.2564
22	53.0769	55.641
23	56.6667	56.0256
24	59.2308	57.9487
25	61.2821	62.1795
26	61.5385	66.4103
27	61.7949	69.1026
28	57.4359	55.2564
29	54.8718	49.8718
30	52.5641	46.0256
31	48.2051	38.3333
32	49.4872	42.1795
33	51.0256	44.1026
34	45.3846	36.4103
35	42.8205	32.5641
36	38.7179	31.4103
37	35.1282	30.2564
38	32.5641	32.1795
39	30.0	36.7949
40	33.5897	41.4103
41	36.6667	45.641
42	38.2051	49.1026
43	29.7436	36.0256
44	29.7436	32.1795
45	30.0	29.1026
46	32.0513	26.7949
47	35.8974	25.2564
48	41.0256	25.2564
49	44.1026	25.641
50	47.1795	28.718
51	49.4872	31.4103
52	51.5385	34.8718
53	53.5897	37.5641
54	55.1282	40.641
55	56.6667	42.1795
56	59.2308	44.4872
57	62.3077	46.0256
58	64.8718	46.7949
59	67.9487	47.9487
60	70.5128	53.718
61	71.5385	60.641
62	71.5385	64.4872
63	69.4872	69.4872
64	46.9231	79.8718
65	48.2051	84.1026
66	50.0	85.2564
67	53.0769	85.2564
68	55.3846	86.0256
69	56.6667	86.0256
70	56.1538	82.9487
71	53.8462	80.641
72	51.2821	78.718
73	50.0	78.718
74	47.9487	77.5641
75	29.7436	59.8718
76	29.7436	62.1795
77	31.2821	62.5641
78	57.9487	99.4872
79	61.7949	99.1026
80	64.8718	97.5641
81	68.4615	94.1026
82	70.7692	91.0256
83	72.0513	86.4103
84	73.8462	83.3333
85	75.1282	79.1026
86	76.6667	75.2564
87	77.6923	71.4103
88	79.7436	66.7949
89	81.7949	60.2564
90	83.3333	55.2564
91	85.1282	51.4103
92	86.4103	47.5641
93	87.9487	46.0256
94	89.4872	42.5641
95	93.3333	39.8718
96	95.3846	36.7949
97	98.2051	33.718
98	56.6667	40.641
99	59.2308	38.3333
100	60.7692	33.718
101	63.0769	29.1026
102	64.1026	25.2564
103	64.359	24.1026
104	74.359	22.9487
105	71.2821	22.9487
106	67.9487	22.1795
107	65.8974	20.2564
108	63.0769	19.1026
109	61.2821	19.1026
110	58.7179	18.3333
111	55.1282	18.3333
112	52.3077	18.3333
113	49.7436	17.5641
114	47.4359	16.0256
115	44.8718	13.718
116	48.7179	14.8718
117	51.2821	14.8718
118	54.1026	14.8718
119	56.1538	14.1026
120	52.0513	12.5641
121	48.7179	11.0256
122	47.1795	9.8718
123	46.1538	6.0256
124	50.5128	9.4872
125	53.8462	10.2564
126	57.4359	10.2564
127	60.0	10.641
128	64.1026	10.641
129	66.9231	10.641
130	71.2821	10.641
131	74.359	10.641
132	78.2051	10.641
133	67.9487	8.718
134	68.4615	5.2564
135	68.2051	2.9487
136	37.6923	25.7692
137	39.4872	25.3846
138	91.2821	41.5385
139	50.0	95.7692
140	47.9487	95.0
141	44.1026	92.6923
