	x_var	y_var
0	65.81554009	95.58837406
1	65.67226516	91.93340181
2	39.00271645	92.26183816
3	37.7953028	93.53245536
4	35.51390059	89.59919011
5	39.21945291	83.54348184
6	31.58820139	77.02805242
7	32.65777825	80.1138613
8	31.64159927	77.61083319
9	30.98714261	63.94402803
10	27.43963221	65.74446296
11	30.57836994	65.52194547
12	28.80940164	59.62100447
13	27.93951858	50.98506213
14	33.84994979	46.28447445
15	32.62846305	54.06372049
16	32.43865009	49.90301949
17	35.83829208	53.35148834
18	37.14204292	49.74198795
19	34.64454677	54.44410778
20	35.6754047	49.62564335
21	64.99458547	49.46217283
22	66.12914983	61.64371789
23	65.79065188	55.94537372
24	67.50178061	60.85022747
25	67.62951422	61.42910607
26	63.91006406	62.97233493
27	66.54935797	67.72558866
28	64.05154171	48.82009398
29	68.19328958	46.54354081
30	65.2783892	44.82035293
31	34.99766139	28.63299394
32	33.92376617	53.55868852
33	66.00445437	52.68466915
34	37.02325625	32.11848168
35	34.69827009	36.47535413
36	34.86344417	30.93927452
37	31.09006508	32.38375472
38	34.92130615	35.41843805
39	30.34336118	32.52456317
40	35.48332887	44.49163493
41	33.23491043	38.50248372
42	35.43994362	47.79751769
43	33.87350952	37.05602845
44	28.5641378	34.62639972
45	31.31954867	31.66399053
46	30.79617438	23.51903436
47	34.23335543	22.4959116
48	36.63078771	31.47683126
49	34.5486191	26.11108787
50	37.5196356	29.26760589
51	62.42569733	34.04420627
52	64.32038379	31.78562948
53	65.44553251	43.27349919
54	64.32563159	41.61597638
55	65.2643382	35.71754478
56	66.38870418	38.84474434
57	68.19142282	45.16948648
58	68.54066245	48.43852634
59	67.66143127	51.06858459
60	68.67551605	50.46523481
61	69.08170998	55.4740531
62	69.04871649	66.36604575
63	67.30822338	71.59029658
64	38.71489941	76.39697782
65	35.54809488	89.30497584
66	36.71067294	86.074967
67	64.91266244	87.64579606
68	66.06413574	89.20866858
69	64.93592948	87.07213812
70	67.02655071	76.22251533
71	65.31403223	77.93874403
72	64.29521778	84.12585721
73	38.79801214	74.61063043
74	34.67575731	79.63759877
75	30.71926194	58.81206008
76	34.10515093	64.12919723
77	33.42337185	67.09574336
78	66.31380967	98.93102704
79	65.30963145	98.16515684
80	65.71407607	99.28376395
81	67.59345319	90.95190982
82	66.38801732	89.28123047
83	67.80618811	91.68817735
84	70.96261031	86.51812135
85	71.99363717	78.82094807
86	72.47983433	80.80068306
87	74.07842923	72.95153085
88	72.03628802	69.71604842
89	72.99818627	59.66564471
90	74.81213123	57.58988376
91	73.02730502	46.27418787
92	77.06711193	51.48691819
93	75.01713687	46.62244265
94	76.66530773	38.44025097
95	77.91587423	45.92684338
96	73.74204608	39.12098532
97	75.32981579	32.83035192
98	63.41043551	38.37773561
99	68.85648667	43.08414721
100	66.33778505	33.30651
101	64.2037185	26.6441143
102	64.49863483	22.86350133
103	68.89099061	27.29620567
104	72.37152334	21.96163975
105	69.76542497	19.99985045
106	68.62131244	18.91567644
107	64.29773717	20.42874969
108	66.69926509	18.59108534
109	67.54452768	16.44793813
110	63.94695198	18.69284545
111	64.38819207	15.77281228
112	65.57004569	23.76575822
113	38.40283688	19.04685867
114	37.83236002	14.46948945
115	36.90416117	13.58381575
116	36.28614305	17.10577073
117	62.78663259	13.9189931
118	66.81767922	11.41249716
119	66.75502141	18.08530514
120	65.41552839	10.46351221
121	36.94633144	13.5143775
122	37.82543474	9.601034295
123	36.72283794	9.333302107
124	67.07332178	6.049214582
125	64.60181811	12.00191696
126	65.43728218	15.54538608
127	67.00402238	15.34582664
128	66.72419207	5.249805481
129	68.30761876	13.28091652
130	68.76804828	13.52145655
131	74.16727175	5.349880873
132	64.90035797	16.24525837
133	68.76343355	8.700572944
134	66.81691392	12.27329434
135	67.30934665	0.21700627
136	34.73182931	19.60179507
137	33.67444215	26.09049021
138	75.62725502	37.12875195
139	40.61012542	89.13623987
140	39.11436645	96.48175132
141	34.58382893	89.58890199
