	x_var	y_var
0	47.69520089	95.24118693
1	44.60997591	93.07583503
2	43.85638148	94.08587177
3	41.5789294	90.30356654
4	49.17741856	96.61053245
5	42.65225098	90.56063973
6	30.12333182	81.14429533
7	31.91551999	79.79041349
8	27.88771936	75.44557599
9	27.54823445	75.16475905
10	20.20977816	67.5166421
11	24.44345283	54.47365512
12	24.63083013	53.3957389
13	21.0379689	49.82929965
14	27.10624293	54.71955315
15	28.08961766	60.51221255
16	31.13573492	61.43191271
17	37.70083752	68.41840528
18	43.3926884	43.59759407
19	51.26239748	49.66650513
20	43.28671292	43.05686032
21	55.90591623	54.25267253
22	50.19895895	52.22502959
23	55.76158737	54.03051724
24	58.32313965	60.03105916
25	70.17145753	70.28222124
26	60.60027647	59.75330888
27	63.76027502	61.18564117
28	54.38949526	53.81190123
29	55.24129699	52.59357463
30	49.07012675	48.89694468
31	46.01811902	46.25772337
32	44.75958744	41.97460661
33	51.60062413	50.03246689
34	36.46588202	35.52418761
35	33.39479873	35.01680131
36	37.58007157	38.8315722
37	36.61972206	36.81141411
38	36.16346644	33.8193142
39	33.16775703	31.24774117
40	42.64498293	40.15432164
41	47.22502527	44.57564662
42	48.392363	50.33152856
43	27.2451932	29.81950745
44	30.40431434	29.07953992
45	30.08079929	27.58802552
46	33.98063397	35.03305815
47	34.25061176	34.44158657
48	51.14118357	20.61832378
49	49.89959207	19.56408354
50	55.58987734	26.29924511
51	55.48205636	22.82746624
52	63.57293938	32.93861761
53	59.02507708	28.32208588
54	62.42377859	33.48659529
55	47.8499077	48.55662465
56	52.26856168	52.8052402
57	68.85102158	39.57343427
58	65.67639603	35.10931543
59	77.74688511	47.37182411
60	80.35293412	47.80029889
61	60.33758649	63.03495933
62	61.65872333	64.10002348
63	71.54503899	72.65771633
64	49.04095664	77.36258327
65	51.88688802	80.11360769
66	57.96898144	85.35604573
67	54.85566465	83.78339767
68	54.13319546	83.79399608
69	51.30882526	80.13639116
70	61.12039438	88.70405291
71	55.56386503	85.81037514
72	55.04412336	83.54141063
73	50.44418532	78.19588831
74	43.827709	71.04705221
75	37.79143238	66.85464103
76	29.29278311	59.79199693
77	32.19209695	60.20065091
78	51.43393552	99.25686729
79	67.46413981	95.99996391
80	65.15070528	92.50263374
81	65.5834277	93.51706094
82	69.28897314	99.57959113
83	81.26944055	80.63594493
84	78.57574484	76.81570309
85	74.1867735	74.34420415
86	72.62220941	74.52696565
87	75.14151959	73.81966846
88	75.16866784	73.90044488
89	85.32420289	55.38857883
90	84.0905076	56.30196801
91	86.25622382	55.83093038
92	92.54879332	42.90190791
93	90.34263451	37.7803861
94	85.8191629	37.57138618
95	90.44181811	40.13311342
96	92.01755908	39.91793113
97	95.26052784	46.00883027
98	41.2902998	42.31155241
99	66.43132432	36.53610974
100	63.98634689	32.71343161
101	61.26968209	29.38572405
102	60.74938919	28.05173634
103	64.65523056	16.61227651
104	68.63828071	18.5080129
105	65.77666516	16.78765607
106	71.13412634	19.38595753
107	63.7231835	14.5214212
108	73.00149407	24.07381254
109	72.4366575	20.57834511
110	68.41276712	19.91312654
111	52.85831502	20.235061
112	53.52995267	24.24191558
113	50.75974105	18.0893946
114	42.53480844	10.16986846
115	41.53039785	13.39629075
116	46.71451799	15.61327447
117	48.45061765	16.21227822
118	59.63261012	7.058037199
119	61.61856825	13.41082272
120	48.83398913	17.72595587
121	45.34265319	13.90881239
122	42.41501229	11.6937811
123	58.93476506	9.369201219
124	60.68362604	10.63264156
125	54.81179837	6.569648703
126	61.58684243	11.02758584
127	59.71600776	11.51909686
128	58.41638401	5.645777483
129	59.24380953	10.54014209
130	56.59436464	8.917344045
131	68.49251322	17.98736343
132	65.00594317	15.91266865
133	63.92103671	15.62096103
134	53.51297054	5.875109528
135	57.83280627	9.222384623
136	31.03291744	28.92814189
137	31.33324409	32.53856948
138	86.40154985	38.74693317
139	47.44211164	98.18430186
140	46.26474134	94.11619216
141	40.16381574	87.44867235
