	x_var	y_var
0	53.36656687	90.20803001
1	52.80197936	90.08806451
2	47.05412988	90.45893603
3	42.44843378	89.50770012
4	42.70403632	90.44262886
5	32.37893863	90.14414263
6	32.53070274	70.15739651
7	33.36526443	70.45933544
8	32.65609918	70.0510705
9	22.95509327	70.42689515
10	27.14984363	70.21080584
11	26.16690928	70.50031512
12	26.33145708	50.49455653
13	22.00370914	50.49944012
14	23.28474798	50.47435283
15	27.63403839	50.50366686
16	32.037108	50.50006612
17	29.33651065	50.46189397
18	40.81695313	50.4877602
19	42.73907512	50.48315599
20	51.86789377	50.49327326
21	43.37100189	50.50083732
22	53.0427983	50.48750387
23	56.6189103	50.50337402
24	70.56828982	50.49623612
25	67.87088729	70.06802613
26	58.82154659	70.45578175
27	60.18692784	70.48355125
28	59.43551748	50.42063261
29	49.58584348	50.43498138
30	41.77974178	50.47064228
31	46.12768634	30.44941078
32	38.03378377	50.49089952
33	44.54684128	50.41591338
34	46.2381176	30.49561294
35	49.73974533	30.47272489
36	39.11025189	30.47869518
37	39.14283779	30.79285594
38	34.62547027	30.49974103
39	34.75420747	30.495865
40	36.75370024	50.5293043
41	37.01935129	50.4926667
42	41.41711528	50.46977342
43	22.81710748	30.43604034
44	34.80070146	30.49793139
45	27.8918898	30.48497026
46	32.87063916	30.50234175
47	37.79404941	30.49263834
48	35.6673163	30.52203505
49	48.4422995	30.50172278
50	58.66937326	30.50683789
51	47.91695544	30.48672575
52	51.89416639	30.49475568
53	51.74908916	30.47299334
54	58.246553	50.44287449
55	57.31069687	50.48251329
56	67.96804811	50.45215891
57	65.94931927	50.49424079
58	55.74709281	50.4789748
59	68.40301004	50.49862723
60	76.69646563	50.49383056
61	67.21483712	70.26002844
62	72.30200573	70.22043738
63	66.76325739	70.47386171
64	51.68030044	89.99702755
65	53.09655736	89.54024371
66	42.24229294	89.70857859
67	56.23387566	89.63530816
68	54.68098658	89.96459946
69	57.90268661	89.61840173
70	51.82026255	89.8341304
71	56.82839534	89.58366473
72	58.27227859	69.90027296
73	51.82812745	70.35264921
74	44.84998426	70.39520297
75	24.27038239	50.48556769
76	34.74247144	70.33993489
77	37.79931493	70.46953588
78	49.78694106	89.65804699
79	59.75149741	89.73193252
80	64.77479924	90.13231674
81	70.8444476	89.92420902
82	70.60594551	90.04206196
83	78.64248839	89.55120323
84	70.81069225	89.59265401
85	66.76994662	70.42337521
86	73.33636816	70.31692717
87	73.10514816	70.30051188
88	74.67825414	70.44531419
89	80.24025095	70.35430896
90	70.94684907	50.47270179
91	88.66266381	50.45532602
92	84.40595283	50.49486589
93	75.98710471	50.49196696
94	91.11208542	50.48938939
95	98.28812327	30.60391937
96	95.06527484	30.50040287
97	95.24923396	30.45945421
98	49.65612629	50.43131987
99	63.01860093	30.49258193
100	70.5382006	30.48355825
101	70.08686977	30.51004482
102	62.68569044	30.54642456
103	69.23941796	30.50600524
104	80.40023368	30.48500637
105	74.64787823	30.67386286
106	65.99527272	30.47502419
107	67.088559	30.49452395
108	59.85257703	10.54318778
109	53.74899007	10.52257453
110	58.23909552	10.49489903
111	54.8103005	10.72492928
112	52.97671232	10.85949028
113	52.20389393	10.49563692
114	50.74516224	10.52490557
115	42.71319362	10.48754724
116	45.31722551	10.49587339
117	53.11691504	10.5068606
118	57.04980182	10.50813694
119	54.85463095	10.46391519
120	54.92484256	10.49833194
121	63.30955403	10.48881424
122	49.74949841	10.48580291
123	41.16931042	10.49730024
124	46.6883405	10.50753214
125	52.41892192	10.49590636
126	50.87848838	10.50308987
127	57.05330614	10.51406924
128	70.78645116	10.51369504
129	56.77214957	10.50327235
130	75.47722202	10.51856804
131	76.76591215	10.49699906
132	77.62104913	10.49587423
133	65.41448705	10.68184013
134	69.9647805	10.50723293
135	64.96973826	10.48215951
136	38.05024078	30.40794603
137	42.22412022	30.49803716
138	87.69846429	50.48993653
139	52.36033107	89.70431701
140	51.40678679	89.71213855
141	43.58846847	89.74553655
