	x_var	y_var
0	51.20389114	83.33977661
1	58.9744699	85.49981761
2	51.87207267	85.82973763
3	48.17993079	85.04511674
4	41.6832004	84.0179406
5	37.8904155	82.567493
6	39.54897369	80.81260177
7	39.64957388	82.66453387
8	34.75059705	80.01109099
9	27.56083529	72.84782559
10	24.63553998	71.61071483
11	20.95946481	66.04149838
12	20.68914905	62.72130521
13	19.28820474	62.06305936
14	20.02450057	61.34262387
15	35.469523	43.11588495
16	36.89432765	47.70655597
17	39.05554978	55.54697371
18	46.95708015	65.24040739
19	37.31045274	45.2587509
20	40.009672	60.98658251
21	48.01438668	65.71281959
22	53.70377593	66.38948204
23	63.06749989	64.03500046
24	62.04803251	63.84586325
25	59.83996671	64.47676444
26	55.16094182	65.23730817
27	61.27978658	65.7664025
28	60.83491753	64.60376971
29	61.52059065	64.79185504
30	36.91654386	41.09524744
31	38.50219967	41.56715562
32	48.66437073	30.68066685
33	50.2852524	30.33792211
34	42.27633267	34.52763612
35	54.03177562	29.67234831
36	37.32935526	39.60204231
37	41.38952255	37.29605623
38	40.07466666	34.6236852
39	35.34968062	47.14107313
40	34.76370042	47.62479992
41	37.02662945	44.46229305
42	36.45556953	40.79184303
43	35.53766421	48.72938687
44	20.40894789	32.20303042
45	23.49571047	25.32246815
46	29.55754336	21.36477746
47	33.00823391	15.98507146
48	53.98039918	29.35098671
49	52.2343086	29.71167299
50	59.50307661	30.66967394
51	41.16378107	34.31575825
52	48.99304012	32.03035884
53	59.26928032	29.64070177
54	45.469177	33.83119273
55	62.69126654	30.29037383
56	73.42867087	48.57785513
57	70.84642611	52.28225333
58	71.53901985	45.52180616
59	67.62086589	38.00655847
60	72.47095256	51.12213482
61	64.81223756	62.81091559
62	60.85367987	65.49914703
63	67.78949616	61.36370155
64	41.60955727	83.84868656
65	53.00302532	84.6747986
66	54.71417106	84.04312807
67	44.29166872	82.90944121
68	49.19172196	85.87622912
69	53.10138178	84.54765869
70	51.59984815	84.81982149
71	54.37972195	84.24035555
72	46.4807681	83.51821167
73	53.17465627	84.26056799
74	45.27200294	85.23707942
75	36.03340215	53.37168776
76	28.27119417	72.84023126
77	25.05480608	71.54859792
78	64.758887	82.31522364
79	63.14452748	85.23669633
80	50.42467869	85.17474759
81	70.64499626	82.43091876
82	63.14904908	83.94685535
83	62.82402452	84.96618595
84	70.23686952	82.17115106
85	70.04273524	80.38502135
86	72.57062345	80.97121843
87	75.13071604	79.98409314
88	83.29390573	70.77843179
89	79.66426228	73.93230972
90	88.43210253	64.624247
91	89.11555901	64.00150664
92	89.09219763	57.76819305
93	91.72600577	52.62335326
94	91.73553876	48.97021089
95	91.50788817	53.31265209
96	88.2390019	31.47743488
97	88.5305192	30.47603101
98	55.36516034	30.44585028
99	62.56025887	30.44713567
100	58.00666912	30.2537213
101	55.06711799	29.0115352
102	61.61477596	29.99439119
103	68.54314354	35.65783217
104	77.70610965	20.30426019
105	68.453046	13.03552859
106	68.25720644	12.38463915
107	70.25547467	13.25038497
108	65.04432528	11.00084148
109	60.09224661	11.87211171
110	52.99202897	9.906668483
111	50.14462898	12.21154309
112	46.50861419	11.20713449
113	43.80703196	11.31894489
114	57.81785469	10.94514243
115	50.94049266	9.691547134
116	63.49732308	11.91406917
117	50.01648295	11.93385209
118	58.63676508	11.97472107
119	54.73028909	11.41288267
120	65.8755478	11.73243636
121	57.06098271	9.920560854
122	46.81990795	10.49465268
123	38.35939487	13.43132262
124	47.31541578	12.85345178
125	55.05191654	11.94998862
126	50.51596026	9.765591622
127	49.67741465	10.38313251
128	67.28065952	14.12865153
129	66.17301826	12.03791702
130	61.08854414	10.08453441
131	66.05308577	13.38022601
132	72.66998927	15.23422594
133	61.5034725	10.82841448
134	68.99502863	13.99431053
135	78.24991617	17.88324091
136	36.48198057	15.16276009
137	50.96774838	29.67977429
138	91.19105361	46.67434284
139	55.86376849	85.33648676
140	49.2805948	84.04882283
141	43.36850154	84.3321772
